Airline,Airline ID,Source airport,Destination airport
F7,2420,LMP,CTA
F7,2420,LMP,PMO
F7,2420,LUG,GVA
F7,2420,PMO,LMP
F7,2420,PMO,PNL
F7,2420,PNL,PMO
F7,2420,PNL,TPS
F7,2420,STR,GVA
F7,2420,TLS,GVA
F7,2420,TPS,PNL
F7,2420,TRN,ZRH
F7,2420,VLC,GVA
F7,2420,ZRH,FLR
F7,2420,ZRH,GVA
F7,2420,ZRH,LEJ
F7,2420,ZRH,TRN
FB,1548,AGP,SOF
FB,1548,AMS,SOF
FB,1548,ATH,SOF
FB,1548,BCN,SOF
FB,1548,BOJ,SOF
FB,1548,BOJ,VAR
FB,1548,BRU,SOF
FB,1548,CDG,SOF
FB,1548,FCO,SOF
FB,1548,FRA,SOF
FB,1548,LHR,SOF
FB,1548,MAD,SOF
FB,1548,MXP,SOF
FB,1548,OTP,SOF
FB,1548,PMI,SOF
FB,1548,PRG,SOF
FB,1548,SOF,AGP
FB,1548,SOF,AMS
FB,1548,SOF,ATH
FB,1548,SOF,BCN
FB,1548,SOF,BOJ
FB,1548,SOF,BRU
FB,1548,SOF,CDG
FB,1548,SOF,FCO
FB,1548,SOF,FRA
FB,1548,SOF,LHR
FB,1548,SOF,MAD
FB,1548,SOF,MXP
FB,1548,SOF,OTP
FB,1548,SOF,PMI
FB,1548,SOF,PRG
FB,1548,SOF,TXL
FB,1548,SOF,VAR
FB,1548,SOF,VIE
FB,1548,SOF,WAW
FB,1548,SOF,ZRH
FB,1548,TXL,SOF
FB,1548,VAR,BOJ
FB,1548,VAR,SOF
FB,1548,VIE,SOF
FB,1548,WAW,SOF
FB,1548,ZRH,SOF
FI,2835,BGO,SVG
FI,2835,BGO,TRD
FR,4296,AAR,AGP
FR,4296,AAR,PMI
FR,4296,AAR,STN
FR,4296,AGP,AAR
FR,4296,AGP,BCN
FR,4296,AGP,BGY
FR,4296,AGP,BHX
FR,4296,AGP,BLL
FR,4296,AGP,BLQ
FR,4296,AGP,BOH
FR,4296,AGP,BRE
FR,4296,AGP,BRS
FR,4296,AGP,BRU
FR,4296,AGP,BTS
FR,4296,AGP,BVA
FR,4296,AGP,CGN
FR,4296,AGP,CIA
FR,4296,AGP,CRL
FR,4296,AGP,DTM
FR,4296,AGP,DUB
FR,4296,AGP,EDI
FR,4296,AGP,EIN
FR,4296,AGP,EMA
FR,4296,AGP,FKB
FR,4296,AGP,FMM
FR,4296,AGP,FMO
FR,4296,AGP,GSE
FR,4296,AGP,HAU
FR,4296,AGP,HHN
FR,4296,AGP,IBZ
FR,4296,AGP,KRK
FR,4296,AGP,LBA
FR,4296,AGP,LPL
FR,4296,AGP,MAN
FR,4296,AGP,MMX
FR,4296,AGP,MRS
FR,4296,AGP,NOC
FR,4296,AGP,NRN
FR,4296,AGP,NUE
FR,4296,AGP,NYO
FR,4296,AGP,ORK
FR,4296,AGP,PIK
FR,4296,AGP,PMI
FR,4296,AGP,RYG
FR,4296,AGP,SCQ
FR,4296,AGP,SDR
FR,4296,AGP,SNN
FR,4296,AGP,STN
FR,4296,AGP,TMP
FR,4296,AGP,TRF
FR,4296,AGP,TSF
FR,4296,AGP,VST
FR,4296,AGP,WRO
FR,4296,AHO,AOI
FR,4296,AHO,BGY
FR,4296,AHO,BLL
FR,4296,AHO,BLQ
FR,4296,AHO,BTS
FR,4296,AHO,BVA
FR,4296,AHO,CIA
FR,4296,AHO,CRL
FR,4296,AHO,CUF
FR,4296,AHO,DTM
FR,4296,AHO,DUB
FR,4296,AHO,EIN
FR,4296,AHO,FMM
FR,4296,AHO,GRO
FR,4296,AHO,GSE
FR,4296,AHO,HHN
FR,4296,AHO,LTN
FR,4296,AHO,MAD
FR,4296,AHO,NRN
FR,4296,AHO,NYO
FR,4296,AHO,PMF
FR,4296,AHO,PSA
FR,4296,AHO,STN
FR,4296,AHO,TRF
FR,4296,AHO,TRS
FR,4296,AHO,TSF
FR,4296,ALC,BGY
FR,4296,ALC,BHX
FR,4296,ALC,BLL
FR,4296,ALC,BLQ
FR,4296,ALC,BOH
FR,4296,ALC,BRE
FR,4296,ALC,BRS
FR,4296,ALC,BRU
FR,4296,ALC,BVA
FR,4296,ALC,CRL
FR,4296,ALC,DUB
FR,4296,ALC,EDI
FR,4296,ALC,EIN
FR,4296,ALC,EMA
FR,4296,ALC,FKB
FR,4296,ALC,FMM
FR,4296,ALC,GSE
FR,4296,ALC,HAU
FR,4296,ALC,HHN
FR,4296,ALC,KIR
FR,4296,ALC,KRK
FR,4296,ALC,KTW
FR,4296,ALC,KUN
FR,4296,ALC,LBA
FR,4296,ALC,LPL
FR,4296,ALC,MAN
FR,4296,ALC,MST
FR,4296,ALC,NOC
FR,4296,ALC,NRN
FR,4296,ALC,NUE
FR,4296,ALC,NYO
FR,4296,ALC,PIK
FR,4296,ALC,RYG
FR,4296,ALC,SCQ
FR,4296,ALC,SNN
FR,4296,ALC,STN
FR,4296,ALC,TMP
FR,4296,ALC,TRF
FR,4296,ALC,VST
FR,4296,ALC,VXO
FR,4296,ALC,WMI
FR,4296,ALC,WRO
FR,4296,AOI,AHO
FR,4296,AOI,CRL
FR,4296,AOI,NRN
FR,4296,AOI,STN
FR,4296,AOI,TPS
FR,4296,ATH,BGY
FR,4296,ATH,CHQ
FR,4296,ATH,RHO
FR,4296,ATH,SKG
FR,4296,ATH,STN
FR,4296,BCN,AGP
FR,4296,BCN,BGY
FR,4296,BCN,BHX
FR,4296,BCN,BLQ
FR,4296,BCN,BRU
FR,4296,BCN,BUD
FR,4296,BCN,BVA
FR,4296,BCN,CIA
FR,4296,BCN,CRL
FR,4296,BCN,DUB
FR,4296,BCN,EDI
FR,4296,BCN,EMA
FR,4296,BCN,FCO
FR,4296,BCN,IBZ
FR,4296,BCN,LPL
FR,4296,BCN,MAH
FR,4296,BCN,MAN
FR,4296,BCN,NYO
FR,4296,BCN,OPO
FR,4296,BCN,PIK
FR,4296,BCN,PMI
FR,4296,BCN,RYG
FR,4296,BCN,SCQ
FR,4296,BCN,SDR
FR,4296,BCN,STN
FR,4296,BCN,SVQ
FR,4296,BCN,TRN
FR,4296,BCN,TSF
FR,4296,BCN,VLL
FR,4296,BCN,VNO
FR,4296,BCN,WMI
FR,4296,BCN,XRY
FR,4296,BDS,BGY
FR,4296,BDS,BLQ
FR,4296,BDS,BVA
FR,4296,BDS,CIA
FR,4296,BDS,CRL
FR,4296,BDS,EIN
FR,4296,BDS,GRO
FR,4296,BDS,PSA
FR,4296,BDS,STN
FR,4296,BDS,TRN
FR,4296,BDS,TSF
FR,4296,BES,MRS
FR,4296,BGY,AGP
FR,4296,BGY,AHO
FR,4296,BGY,ALC
FR,4296,BGY,ATH
FR,4296,BGY,BCN
FR,4296,BGY,BDS
FR,4296,BGY,BLL
FR,4296,BGY,BRE
FR,4296,BGY,BRI
FR,4296,BGY,BRS
FR,4296,BGY,BTS
FR,4296,BGY,BUD
FR,4296,BGY,BVA
FR,4296,BGY,CAG
FR,4296,BGY,CHQ
FR,4296,BGY,CRL
FR,4296,BGY,CTA
FR,4296,BGY,DUB
FR,4296,BGY,EIN
FR,4296,BGY,EMA
FR,4296,BGY,GRO
FR,4296,BGY,GSE
FR,4296,BGY,HHN
FR,4296,BGY,IBZ
FR,4296,BGY,KGS
FR,4296,BGY,KRK
FR,4296,BGY,LBA
FR,4296,BGY,LBC
FR,4296,BGY,LDE
FR,4296,BGY,LPP
FR,4296,BGY,MAD
FR,4296,BGY,MAN
FR,4296,BGY,MLA
FR,4296,BGY,NRN
FR,4296,BGY,NYO
FR,4296,BGY,OPO
FR,4296,BGY,PMI
FR,4296,BGY,PMO
FR,4296,BGY,PSR
FR,4296,BGY,RHO
FR,4296,BGY,RIX
FR,4296,BGY,RYG
FR,4296,BGY,SCQ
FR,4296,BGY,SDR
FR,4296,BGY,SKG
FR,4296,BGY,STN
FR,4296,BGY,SUF
FR,4296,BGY,SVQ
FR,4296,BGY,SXF
FR,4296,BGY,TLL
FR,4296,BGY,TMP
FR,4296,BGY,TPS
FR,4296,BGY,VLC
FR,4296,BGY,VNO
FR,4296,BGY,WMI
FR,4296,BGY,WRO
FR,4296,BGY,ZAZ
FR,4296,BHX,AGP
FR,4296,BHX,ALC
FR,4296,BHX,BCN
FR,4296,BHX,BTS
FR,4296,BHX,BZG
FR,4296,BHX,DUB
FR,4296,BHX,FAO
FR,4296,BHX,GDN
FR,4296,BHX,IBZ
FR,4296,BHX,KRK
FR,4296,BHX,KTW
FR,4296,BHX,KUN
FR,4296,BHX,LDY
FR,4296,BHX,MJV
FR,4296,BHX,MLA
FR,4296,BHX,PMI
FR,4296,BHX,REU
FR,4296,BIQ,CRL
FR,4296,BIQ,DUB
FR,4296,BIQ,NYO
FR,4296,BIQ,STN
FR,4296,BLL,AGP
FR,4296,BLL,AHO
FR,4296,BLL,ALC
FR,4296,BLL,BGY
FR,4296,BLL,BUD
FR,4296,BLL,CCF
FR,4296,BLL,CFU
FR,4296,BLL,CHQ
FR,4296,BLL,CIA
FR,4296,BLL,FAO
FR,4296,BLL,GRO
FR,4296,BLL,MLA
FR,4296,BLL,PMI
FR,4296,BLL,PSA
FR,4296,BLL,STN
FR,4296,BLL,TSF
FR,4296,BLL,ZAD
FR,4296,BLQ,AGP
FR,4296,BLQ,AHO
FR,4296,BLQ,ALC
FR,4296,BLQ,BCN
FR,4296,BLQ,BDS
FR,4296,BLQ,BOD
FR,4296,BLQ,BRI
FR,4296,BLQ,BRS
FR,4296,BLQ,BVA
FR,4296,BLQ,CRL
FR,4296,BLQ,CTA
FR,4296,BLQ,DUB
FR,4296,BLQ,EDI
FR,4296,BLQ,IBZ
FR,4296,BLQ,KRK
FR,4296,BLQ,MAD
FR,4296,BLQ,MAN
FR,4296,BLQ,MLA
FR,4296,BLQ,NRN
FR,4296,BLQ,OPO
FR,4296,BLQ,PMI
FR,4296,BLQ,PMO
FR,4296,BLQ,RYG
FR,4296,BLQ,STN
FR,4296,BLQ,SUF
FR,4296,BLQ,SVQ
FR,4296,BLQ,TPS
FR,4296,BLQ,VLC
FR,4296,BLQ,WMI
FR,4296,BLQ,WRO
FR,4296,BOD,BLQ
FR,4296,BOD,CIA
FR,4296,BOD,CRL
FR,4296,BOD,EDI
FR,4296,BOD,MRS
FR,4296,BOD,OPO
FR,4296,BOD,STN
FR,4296,BOD,SVQ
FR,4296,BOH,AGP
FR,4296,BOH,ALC
FR,4296,BOH,CCF
FR,4296,BOH,CHQ
FR,4296,BOH,FAO
FR,4296,BOH,GRO
FR,4296,BOH,IBZ
FR,4296,BOH,MJV
FR,4296,BOH,MLA
FR,4296,BOH,PMI
FR,4296,BOH,PSA
FR,4296,BOH,RHO
FR,4296,BRE,AGP
FR,4296,BRE,ALC
FR,4296,BRE,BGY
FR,4296,BRE,BZR
FR,4296,BRE,CFU
FR,4296,BRE,CHQ
FR,4296,BRE,DUB
FR,4296,BRE,EDI
FR,4296,BRE,FAO
FR,4296,BRE,GRO
FR,4296,BRE,HAU
FR,4296,BRE,MAN
FR,4296,BRE,NYO
FR,4296,BRE,OPO
FR,4296,BRE,PMI
FR,4296,BRE,RIX
FR,4296,BRE,SKG
FR,4296,BRE,STN
FR,4296,BRE,TLL
FR,4296,BRE,TMP
FR,4296,BRE,TSF
FR,4296,BRE,VNO
FR,4296,BRI,BGY
FR,4296,BRI,BLQ
FR,4296,BRI,BVA
FR,4296,BRI,CAG
FR,4296,BRI,CIA
FR,4296,BRI,CRL
FR,4296,BRI,DUB
FR,4296,BRI,FKB
FR,4296,BRI,GOA
FR,4296,BRI,HHN
FR,4296,BRI,MLA
FR,4296,BRI,MST
FR,4296,BRI,NRN
FR,4296,BRI,PSA
FR,4296,BRI,STN
FR,4296,BRI,SVQ
FR,4296,BRI,TRN
FR,4296,BRI,TRS
FR,4296,BRI,TSF
FR,4296,BRI,VLC
FR,4296,BRQ,STN
FR,4296,BRS,AGP
FR,4296,BRS,ALC
FR,4296,BRS,BGY
FR,4296,BRS,BLQ
FR,4296,BRS,BUD
FR,4296,BRS,BZR
FR,4296,BRS,CHQ
FR,4296,BRS,DUB
FR,4296,BRS,EGC
FR,4296,BRS,FAO
FR,4296,BRS,GDN
FR,4296,BRS,GRO
FR,4296,BRS,IBZ
FR,4296,BRS,KUN
FR,4296,BRS,LIG
FR,4296,BRS,MLA
FR,4296,BRS,NOC
FR,4296,BRS,PMI
FR,4296,BRS,POZ
FR,4296,BRS,REU
FR,4296,BRS,RZE
FR,4296,BRS,TSF
FR,4296,BRS,VLC
FR,4296,BRS,WMI
FR,4296,BRS,WRO
FR,4296,BRU,AGP
FR,4296,BRU,ALC
FR,4296,BRU,BCN
FR,4296,BRU,FCO
FR,4296,BRU,LIS
FR,4296,BRU,OPO
FR,4296,BRU,PMI
FR,4296,BRU,TSF
FR,4296,BRU,VLC
FR,4296,BSL,DUB
FR,4296,BSL,STN
FR,4296,BTS,AGP
FR,4296,BTS,AHO
FR,4296,BTS,BGY
FR,4296,BTS,BHX
FR,4296,BTS,BVA
FR,4296,BTS,CIA
FR,4296,BTS,CRL
FR,4296,BTS,DUB
FR,4296,BTS,EDI
FR,4296,BTS,GRO
FR,4296,BTS,LPL
FR,4296,BTS,LTN
FR,4296,BTS,PMI
FR,4296,BTS,STN
FR,4296,BTS,TPS
FR,4296,BUD,BCN
FR,4296,BUD,BGY
FR,4296,BUD,BLL
FR,4296,BUD,BRS
FR,4296,BUD,BVA
FR,4296,BUD,CIA
FR,4296,BUD,CRL
FR,4296,BUD,DUB
FR,4296,BUD,MAD
FR,4296,BUD,MAN
FR,4296,BUD,PSA
FR,4296,BUD,STN
FR,4296,BUD,TMP
FR,4296,BUD,TSF
FR,4296,BVA,AGP
FR,4296,BVA,AHO
FR,4296,BVA,ALC
FR,4296,BVA,BCN
FR,4296,BVA,BDS
FR,4296,BVA,BGY
FR,4296,BVA,BLQ
FR,4296,BVA,BRI
FR,4296,BVA,BTS
FR,4296,BVA,BUD
FR,4296,BVA,BZR
FR,4296,BVA,CAG
FR,4296,BVA,CIA
FR,4296,BVA,DUB
FR,4296,BVA,FAO
FR,4296,BVA,GRO
FR,4296,BVA,GSE
FR,4296,BVA,KRK
FR,4296,BVA,LIS
FR,4296,BVA,MAD
FR,4296,BVA,MAN
FR,4296,BVA,NYO
FR,4296,BVA,OPO
FR,4296,BVA,PMI
FR,4296,BVA,PSA
FR,4296,BVA,PSR
FR,4296,BVA,PUY
FR,4296,BVA,RYG
FR,4296,BVA,SNN
FR,4296,BVA,SVQ
FR,4296,BVA,TPS
FR,4296,BVA,TRS
FR,4296,BVA,TSF
FR,4296,BVA,VLC
FR,4296,BVA,VNO
FR,4296,BVA,WMI
FR,4296,BVA,ZAD
FR,4296,BVA,ZAZ
FR,4296,BVE,STN
FR,4296,BZG,BHX
FR,4296,BZG,DUB
FR,4296,BZG,STN
FR,4296,BZR,BRE
FR,4296,BZR,BRS
FR,4296,BZR,BVA
FR,4296,BZR,EDI
FR,4296,BZR,LTN
FR,4296,BZR,MAN
FR,4296,BZR,NRN
FR,4296,BZR,NYO
FR,4296,BZR,RYG
FR,4296,CAG,BGY
FR,4296,CAG,BRI
FR,4296,CAG,BVA
FR,4296,CAG,CIA
FR,4296,CAG,CRL
FR,4296,CAG,CUF
FR,4296,CAG,FKB
FR,4296,CAG,GOA
FR,4296,CAG,GRO
FR,4296,CAG,HHN
FR,4296,CAG,KRK
FR,4296,CAG,KUN
FR,4296,CAG,MAD
FR,4296,CAG,MRS
FR,4296,CAG,NRN
FR,4296,CAG,PEG
FR,4296,CAG,PMF
FR,4296,CAG,PSA
FR,4296,CAG,PSR
FR,4296,CAG,TPS
FR,4296,CAG,TSF
FR,4296,CCF,BLL
FR,4296,CCF,BOH
FR,4296,CCF,CRL
FR,4296,CCF,DUB
FR,4296,CCF,EIN
FR,4296,CCF,EMA
FR,4296,CCF,LPL
FR,4296,CCF,OPO
FR,4296,CCF,PIK
FR,4296,CCF,STN
FR,4296,CFE,OPO
FR,4296,CFU,BLL
FR,4296,CFU,BRE
FR,4296,CFU,CIA
FR,4296,CFU,CRL
FR,4296,CFU,EDI
FR,4296,CFU,EIN
FR,4296,CFU,EMA
FR,4296,CFU,LBA
FR,4296,CFU,MAN
FR,4296,CFU,NRN
FR,4296,CFU,PIK
FR,4296,CFU,RYG
FR,4296,CFU,STN
FR,4296,CGN,AGP
FR,4296,CGN,FAO
FR,4296,CGN,GRO
FR,4296,CGN,PMI
FR,4296,CHQ,ATH
FR,4296,CHQ,BGY
FR,4296,CHQ,BLL
FR,4296,CHQ,BOH
FR,4296,CHQ,BRE
FR,4296,CHQ,BRS
FR,4296,CHQ,CIA
FR,4296,CHQ,CRL
FR,4296,CHQ,DUB
FR,4296,CHQ,EIN
FR,4296,CHQ,EMA
FR,4296,CHQ,FMM
FR,4296,CHQ,HHN
FR,4296,CHQ,KTW
FR,4296,CHQ,LBA
FR,4296,CHQ,MRS
FR,4296,CHQ,NRN
FR,4296,CHQ,NYO
FR,4296,CHQ,RYG
FR,4296,CHQ,SKG
FR,4296,CHQ,STN
FR,4296,CHQ,TSF
FR,4296,CHQ,VNO
FR,4296,CHQ,WMI
FR,4296,CHQ,WRO
FR,4296,CIA,AGP
FR,4296,CIA,AHO
FR,4296,CIA,BCN
FR,4296,CIA,BDS
FR,4296,CIA,BLL
FR,4296,CIA,BOD
FR,4296,CIA,BRI
FR,4296,CIA,BTS
FR,4296,CIA,BUD
FR,4296,CIA,BVA
FR,4296,CIA,CAG
FR,4296,CIA,CFU
FR,4296,CIA,CHQ
FR,4296,CIA,CIY
FR,4296,CIA,CRL
FR,4296,CIA,DUB
FR,4296,CIA,EDI
FR,4296,CIA,EIN
FR,4296,CIA,EMA
FR,4296,CIA,FKB
FR,4296,CIA,FMM
FR,4296,CIA,GSE
FR,4296,CIA,HHN
FR,4296,CIA,IBZ
FR,4296,CIA,KRK
FR,4296,CIA,MAD
FR,4296,CIA,MAN
FR,4296,CIA,MRS
FR,4296,CIA,NRN
FR,4296,CIA,NYO
FR,4296,CIA,OPO
FR,4296,CIA,PIK
FR,4296,CIA,PMI
FR,4296,CIA,POZ
FR,4296,CIA,RYG
FR,4296,CIA,SDR
FR,4296,CIA,SKG
FR,4296,CIA,STN
FR,4296,CIA,SVQ
FR,4296,CIA,TPS
FR,4296,CIA,VLC
FR,4296,CIA,VNO
FR,4296,CIA,WMI
FR,4296,CIA,WRO
FR,4296,CIY,CIA
FR,4296,CIY,CRL
FR,4296,CIY,DUB
FR,4296,CIY,HHN
FR,4296,CIY,KUN
FR,4296,CIY,PSA
FR,4296,CIY,STN
FR,4296,CRL,AGP
FR,4296,CRL,AHO
FR,4296,CRL,ALC
FR,4296,CRL,AOI
FR,4296,CRL,BCN
FR,4296,CRL,BDS
FR,4296,CRL,BGY
FR,4296,CRL,BIQ
FR,4296,CRL,BLQ
FR,4296,CRL,BOD
FR,4296,CRL,BRI
FR,4296,CRL,BTS
FR,4296,CRL,BUD
FR,4296,CRL,CAG
FR,4296,CRL,CCF
FR,4296,CRL,CFU
FR,4296,CRL,CHQ
FR,4296,CRL,CIA
FR,4296,CRL,CIY
FR,4296,CRL,DUB
FR,4296,CRL,EDI
FR,4296,CRL,EGC
FR,4296,CRL,FAO
FR,4296,CRL,FNI
FR,4296,CRL,FSC
FR,4296,CRL,GOA
FR,4296,CRL,GRO
FR,4296,CRL,IBZ
FR,4296,CRL,KRK
FR,4296,CRL,LEI
FR,4296,CRL,LRH
FR,4296,CRL,MAD
FR,4296,CRL,MAN
FR,4296,CRL,MPL
FR,4296,CRL,MRS
FR,4296,CRL,NYO
FR,4296,CRL,OPO
FR,4296,CRL,PEG
FR,4296,CRL,PGF
FR,4296,CRL,PMI
FR,4296,CRL,PSA
FR,4296,CRL,PSR
FR,4296,CRL,PUY
FR,4296,CRL,RDZ
FR,4296,CRL,REU
FR,4296,CRL,RHO
FR,4296,CRL,RYG
FR,4296,CRL,SDR
FR,4296,CRL,SKG
FR,4296,CRL,SUF
FR,4296,CRL,SVQ
FR,4296,CRL,TGD
FR,4296,CRL,TPS
FR,4296,CRL,TRN
FR,4296,CRL,TRS
FR,4296,CRL,TSF
FR,4296,CRL,VLC
FR,4296,CRL,VNO
FR,4296,CRL,VOL
FR,4296,CRL,WMI
FR,4296,CRL,ZAD
FR,4296,CRL,ZAZ
FR,4296,CRL,ZTH
FR,4296,CTA,BGY
FR,4296,CTA,BLQ
FR,4296,CTA,EIN
FR,4296,CTA,FCO
FR,4296,CTA,MAD
FR,4296,CTA,MRS
FR,4296,CTA,TRN
FR,4296,CTA,TSF
FR,4296,CUF,AHO
FR,4296,CUF,CAG
FR,4296,CUF,TPS
FR,4296,DLE,LIS
FR,4296,DLE,OPO
FR,4296,DNR,EMA
FR,4296,DNR,STN
FR,4296,DTM,AGP
FR,4296,DTM,AHO
FR,4296,DTM,FAO
FR,4296,DTM,GRO
FR,4296,DTM,KRK
FR,4296,DTM,OPO
FR,4296,DTM,PMI
FR,4296,DTM,STN
FR,4296,DUB,AGP
FR,4296,DUB,AHO
FR,4296,DUB,ALC
FR,4296,DUB,BCN
FR,4296,DUB,BGY
FR,4296,DUB,BHX
FR,4296,DUB,BIQ
FR,4296,DUB,BLQ
FR,4296,DUB,BRE
FR,4296,DUB,BRI
FR,4296,DUB,BRS
FR,4296,DUB,BSL
FR,4296,DUB,BTS
FR,4296,DUB,BUD
FR,4296,DUB,BVA
FR,4296,DUB,BZG
FR,4296,DUB,CCF
FR,4296,DUB,CHQ
FR,4296,DUB,CIA
FR,4296,DUB,CIY
FR,4296,DUB,CRL
FR,4296,DUB,EDI
FR,4296,DUB,EIN
FR,4296,DUB,EMA
FR,4296,DUB,FAO
FR,4296,DUB,FMM
FR,4296,DUB,GDN
FR,4296,DUB,GRO
FR,4296,DUB,HHN
FR,4296,DUB,IBZ
FR,4296,DUB,KRK
FR,4296,DUB,KTW
FR,4296,DUB,KUN
FR,4296,DUB,LBA
FR,4296,DUB,LEI
FR,4296,DUB,LGW
FR,4296,DUB,LIS
FR,4296,DUB,LPL
FR,4296,DUB,LRH
FR,4296,DUB,LTN
FR,4296,DUB,MAD
FR,4296,DUB,MAN
FR,4296,DUB,MJV
FR,4296,DUB,MLA
FR,4296,DUB,NCE
FR,4296,DUB,NCL
FR,4296,DUB,NTE
FR,4296,DUB,OPO
FR,4296,DUB,OTP
FR,4296,DUB,PIK
FR,4296,DUB,PMI
FR,4296,DUB,POZ
FR,4296,DUB,PRG
FR,4296,DUB,PSA
FR,4296,DUB,RDZ
FR,4296,DUB,REU
FR,4296,DUB,RIX
FR,4296,DUB,RYG
FR,4296,DUB,RZE
FR,4296,DUB,SDR
FR,4296,DUB,STN
FR,4296,DUB,SVQ
FR,4296,DUB,SXF
FR,4296,DUB,SZZ
FR,4296,DUB,TSF
FR,4296,DUB,TUF
FR,4296,DUB,VLC
FR,4296,DUB,VNO
FR,4296,DUB,WMI
FR,4296,DUB,WRO
FR,4296,DUB,ZAD
FR,4296,EBU,OPO
FR,4296,EDI,AGP
FR,4296,EDI,ALC
FR,4296,EDI,BCN
FR,4296,EDI,BLQ
FR,4296,EDI,BOD
FR,4296,EDI,BRE
FR,4296,EDI,BTS
FR,4296,EDI,BZR
FR,4296,EDI,CFU
FR,4296,EDI,CIA
FR,4296,EDI,CRL
FR,4296,EDI,DUB
FR,4296,EDI,FAO
FR,4296,EDI,GDN
FR,4296,EDI,GSE
FR,4296,EDI,HHN
FR,4296,EDI,KRK
FR,4296,EDI,KUN
FR,4296,EDI,MLA
FR,4296,EDI,MRS
FR,4296,EDI,NRN
FR,4296,EDI,PMI
FR,4296,EDI,POZ
FR,4296,EDI,PSA
FR,4296,EDI,RYG
FR,4296,EDI,SDR
FR,4296,EFL,STN
FR,4296,EGC,BRS
FR,4296,EGC,CRL
FR,4296,EGC,EMA
FR,4296,EGC,LPL
FR,4296,EGC,STN
FR,4296,EIN,AGP
FR,4296,EIN,AHO
FR,4296,EIN,ALC
FR,4296,EIN,BDS
FR,4296,EIN,BGY
FR,4296,EIN,CCF
FR,4296,EIN,CFU
FR,4296,EIN,CHQ
FR,4296,EIN,CIA
FR,4296,EIN,CTA
FR,4296,EIN,DUB
FR,4296,EIN,FAO
FR,4296,EIN,GRO
FR,4296,EIN,IBZ
FR,4296,EIN,KRK
FR,4296,EIN,MJV
FR,4296,EIN,MLA
FR,4296,EIN,MRS
FR,4296,EIN,NOC
FR,4296,EIN,OPO
FR,4296,EIN,PMI
FR,4296,EIN,PSA
FR,4296,EIN,REU
FR,4296,EIN,STN
FR,4296,EIN,SVQ
FR,4296,EIN,TPS
FR,4296,EIN,TSF
FR,4296,EIN,WMI
FR,4296,EMA,AGP
FR,4296,EMA,ALC
FR,4296,EMA,BCN
FR,4296,EMA,BGY
FR,4296,EMA,CCF
FR,4296,EMA,CFU
FR,4296,EMA,CHQ
FR,4296,EMA,CIA
FR,4296,EMA,DNR
FR,4296,EMA,DUB
FR,4296,EMA,EGC
FR,4296,EMA,FAO
FR,4296,EMA,GRO
FR,4296,EMA,IBZ
FR,4296,EMA,KRK
FR,4296,EMA,LEI
FR,4296,EMA,LIG
FR,4296,EMA,LRH
FR,4296,EMA,MAH
FR,4296,EMA,MJV
FR,4296,EMA,NOC
FR,4296,EMA,ORK
FR,4296,EMA,PMI
FR,4296,EMA,PSA
FR,4296,EMA,REU
FR,4296,EMA,RHO
FR,4296,EMA,RIX
FR,4296,EMA,RZE
FR,4296,EMA,SXF
FR,4296,EMA,TSF
FR,4296,EMA,VLC
FR,4296,EMA,WMI
FR,4296,EMA,WRO
FR,4296,FAO,BHX
FR,4296,FAO,BLL
FR,4296,FAO,BOH
FR,4296,FAO,BRE
FR,4296,FAO,BRS
FR,4296,FAO,BVA
FR,4296,FAO,CGN
FR,4296,FAO,CRL
FR,4296,FAO,DTM
FR,4296,FAO,DUB
FR,4296,FAO,EDI
FR,4296,FAO,EIN
FR,4296,FAO,EMA
FR,4296,FAO,FMM
FR,4296,FAO,HHN
FR,4296,FAO,KIR
FR,4296,FAO,LBA
FR,4296,FAO,LDY
FR,4296,FAO,LIS
FR,4296,FAO,LPL
FR,4296,FAO,MAN
FR,4296,FAO,MST
FR,4296,FAO,NOC
FR,4296,FAO,NRN
FR,4296,FAO,OPO
FR,4296,FAO,ORK
FR,4296,FAO,PIK
FR,4296,FAO,SNN
FR,4296,FAO,STN
FR,4296,FCO,BCN
FR,4296,FCO,BRU
FR,4296,FCO,CTA
FR,4296,FCO,PMO
FR,4296,FCO,SUF
FR,4296,FKB,AGP
FR,4296,FKB,ALC
FR,4296,FKB,BRI
FR,4296,FKB,CAG
FR,4296,FKB,CIA
FR,4296,FKB,GRO
FR,4296,FKB,OPO
FR,4296,FKB,PMI
FR,4296,FKB,SKG
FR,4296,FKB,STN
FR,4296,FKB,TPS
FR,4296,FKB,ZAD
FR,4296,FMM,AGP
FR,4296,FMM,AHO
FR,4296,FMM,ALC
FR,4296,FMM,CHQ
FR,4296,FMM,CIA
FR,4296,FMM,DUB
FR,4296,FMM,FAO
FR,4296,FMM,GRO
FR,4296,FMM,OPO
FR,4296,FMM,PMI
FR,4296,FMM,SNN
FR,4296,FMM,STN
FR,4296,FMM,TPS
FR,4296,FMO,AGP
FR,4296,FMO,GRO
FR,4296,FNI,CRL
FR,4296,FNI,LPL
FR,4296,FNI,LTN
FR,4296,FSC,CRL
FR,4296,GDN,BHX
FR,4296,GDN,BRS
FR,4296,GDN,DUB
FR,4296,GDN,EDI
FR,4296,GDN,LBA
FR,4296,GDN,MAN
FR,4296,GDN,ORK
FR,4296,GDN,PSA
FR,4296,GDN,RYG
FR,4296,GDN,STN
FR,4296,GDN,WMI
FR,4296,GOA,BRI
